Unnamed: 0,cik,entityName,companyFact,end,val,accn,fy,fp,form,filed,units
447461,5272,"American International Group, Inc.",EarningsPerShareDiluted,2021-12-31,11,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD/shares
447470,5272,"American International Group, Inc.",EarningsPerShareDiluted,2022-12-31,13,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD/shares
447603,5272,"American International Group, Inc.",EffectiveIncomeTaxRateContinuingOperations,2020-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
447615,5272,"American International Group, Inc.",EffectiveIncomeTaxRateContinuingOperations,2021-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
447624,5272,"American International Group, Inc.",EffectiveIncomeTaxRateContinuingOperations,2022-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
447753,5272,"American International Group, Inc.",EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,2020-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
447761,5272,"American International Group, Inc.",EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,2021-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
447765,5272,"American International Group, Inc.",EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,2022-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
447797,5272,"American International Group, Inc.",EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,2020-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
447799,5272,"American International Group, Inc.",EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,2021-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
447800,5272,"American International Group, Inc.",EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,2022-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
447833,5272,"American International Group, Inc.",EffectiveIncomeTaxRateReconciliationDeductionsDividends,2020-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
447835,5272,"American International Group, Inc.",EffectiveIncomeTaxRateReconciliationDeductionsDividends,2021-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
447836,5272,"American International Group, Inc.",EffectiveIncomeTaxRateReconciliationDeductionsDividends,2022-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
447851,5272,"American International Group, Inc.",EffectiveIncomeTaxRateReconciliationDispositionOfBusiness,2020-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
447853,5272,"American International Group, Inc.",EffectiveIncomeTaxRateReconciliationDispositionOfBusiness,2021-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
447854,5272,"American International Group, Inc.",EffectiveIncomeTaxRateReconciliationDispositionOfBusiness,2022-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
447875,5272,"American International Group, Inc.",EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,2020-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
447877,5272,"American International Group, Inc.",EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,2021-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
447878,5272,"American International Group, Inc.",EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,2022-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
447893,5272,"American International Group, Inc.",EffectiveIncomeTaxRateReconciliationMinorityInterestIncomeExpense,2020-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
447895,5272,"American International Group, Inc.",EffectiveIncomeTaxRateReconciliationMinorityInterestIncomeExpense,2021-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
447896,5272,"American International Group, Inc.",EffectiveIncomeTaxRateReconciliationMinorityInterestIncomeExpense,2022-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
447929,5272,"American International Group, Inc.",EffectiveIncomeTaxRateReconciliationOtherAdjustments,2020-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
447931,5272,"American International Group, Inc.",EffectiveIncomeTaxRateReconciliationOtherAdjustments,2021-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
447932,5272,"American International Group, Inc.",EffectiveIncomeTaxRateReconciliationOtherAdjustments,2022-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
447977,5272,"American International Group, Inc.",EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,2020-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
447979,5272,"American International Group, Inc.",EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,2021-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
447980,5272,"American International Group, Inc.",EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,2022-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
448013,5272,"American International Group, Inc.",EffectiveIncomeTaxRateReconciliationTaxContingencies,2020-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
448015,5272,"American International Group, Inc.",EffectiveIncomeTaxRateReconciliationTaxContingencies,2021-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
448016,5272,"American International Group, Inc.",EffectiveIncomeTaxRateReconciliationTaxContingencies,2022-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
448049,5272,"American International Group, Inc.",EffectiveIncomeTaxRateReconciliationTaxExemptIncome,2020-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
448051,5272,"American International Group, Inc.",EffectiveIncomeTaxRateReconciliationTaxExemptIncome,2021-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
448052,5272,"American International Group, Inc.",EffectiveIncomeTaxRateReconciliationTaxExemptIncome,2022-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
448058,5272,"American International Group, Inc.",EffectiveIncomeTaxRateReconciliationTaxSettlements,2020-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
448060,5272,"American International Group, Inc.",EffectiveIncomeTaxRateReconciliationTaxSettlements,2021-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
448061,5272,"American International Group, Inc.",EffectiveIncomeTaxRateReconciliationTaxSettlements,2022-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,pure
448169,5272,"American International Group, Inc.",EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2020-12-31,49000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
448177,5272,"American International Group, Inc.",EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2021-12-31,-67000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
448183,5272,"American International Group, Inc.",EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2022-12-31,-117000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
448202,5272,"American International Group, Inc.",EmbeddedDerivativeFairValueOfEmbeddedDerivativeAsset,2021-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
448205,5272,"American International Group, Inc.",EmbeddedDerivativeFairValueOfEmbeddedDerivativeAsset,2022-12-31,2200000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
448246,5272,"American International Group, Inc.",EmbeddedDerivativeFairValueOfEmbeddedDerivativeLiability,2021-12-31,14500000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
448249,5272,"American International Group, Inc.",EmbeddedDerivativeFairValueOfEmbeddedDerivativeLiability,2022-12-31,7200000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
448276,5272,"American International Group, Inc.",EmployeeServiceShareBasedCompensationCashFlowEffectCashUsedToSettleAwards,2020-12-31,63000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
448278,5272,"American International Group, Inc.",EmployeeServiceShareBasedCompensationCashFlowEffectCashUsedToSettleAwards,2021-12-31,67000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
448279,5272,"American International Group, Inc.",EmployeeServiceShareBasedCompensationCashFlowEffectCashUsedToSettleAwards,2022-12-31,67000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
448286,5272,"American International Group, Inc.",EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedShareBasedAwardsOtherThanOptions,2022-12-31,65000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
448326,5272,"American International Group, Inc.",EquitySecuritiesFvNiGainLoss,2021-12-31,1791000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
448335,5272,"American International Group, Inc.",EquitySecuritiesFvNiGainLoss,2022-12-31,302000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
448351,5272,"American International Group, Inc.",EquitySecuritiesFvNiRealizedGainLoss,2021-12-31,-66000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
448360,5272,"American International Group, Inc.",EquitySecuritiesFvNiRealizedGainLoss,2022-12-31,73000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
448376,5272,"American International Group, Inc.",EquitySecuritiesFvNiUnrealizedGainLoss,2021-12-31,1857000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
448385,5272,"American International Group, Inc.",EquitySecuritiesFvNiUnrealizedGainLoss,2022-12-31,229000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
448417,5272,"American International Group, Inc.",FairValueAssetRecurringBasisStillHeldUnrealizedGainLossOci,2021-12-31,1163000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
448426,5272,"American International Group, Inc.",FairValueAssetRecurringBasisStillHeldUnrealizedGainLossOci,2022-12-31,-2683000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
448485,5272,"American International Group, Inc.",FairValueAssetsMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,2021-12-31,661000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
448494,5272,"American International Group, Inc.",FairValueAssetsMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,2022-12-31,154000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
448619,5272,"American International Group, Inc.",FairValueLiabilitiesMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,2021-12-31,4054000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
448627,5272,"American International Group, Inc.",FairValueLiabilitiesMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,2022-12-31,11444000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
448641,5272,"American International Group, Inc.",FairValueMeasurementWithUnobservableInputsReconciliationLiabilityTransfersIntoLevel3,2021-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
448658,5272,"American International Group, Inc.",FairValueMeasurementWithUnobservableInputsReconciliationLiabilityTransfersOutOfLevel3,2021-12-31,2000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
448792,5272,"American International Group, Inc.",FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings1,2021-12-31,1332000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
448801,5272,"American International Group, Inc.",FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings1,2022-12-31,666000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
448932,5272,"American International Group, Inc.",FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInOtherComprehensiveIncomeLoss,2021-12-31,-352000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
448941,5272,"American International Group, Inc.",FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInOtherComprehensiveIncomeLoss,2022-12-31,-3929000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
449004,5272,"American International Group, Inc.",FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetIssues,2021-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
449012,5272,"American International Group, Inc.",FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetIssues,2022-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
449037,5272,"American International Group, Inc.",FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchases,2021-12-31,8555000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
449045,5272,"American International Group, Inc.",FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchases,2022-12-31,5937000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
449176,5272,"American International Group, Inc.",FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchasesSalesIssuancesSettlements,2021-12-31,-56000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
449185,5272,"American International Group, Inc.",FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchasesSalesIssuancesSettlements,2022-12-31,689000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
449211,5272,"American International Group, Inc.",FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSales,2021-12-31,634000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
449219,5272,"American International Group, Inc.",FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSales,2022-12-31,1806000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
449245,5272,"American International Group, Inc.",FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSettlements,2021-12-31,7977000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
449253,5272,"American International Group, Inc.",FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSettlements,2022-12-31,3442000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
449381,5272,"American International Group, Inc.",FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersIntoLevel3,2021-12-31,1879000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
449390,5272,"American International Group, Inc.",FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersIntoLevel3,2022-12-31,3785000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
449521,5272,"American International Group, Inc.",FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersOutOfLevel3,2021-12-31,2692000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
449530,5272,"American International Group, Inc.",FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersOutOfLevel3,2022-12-31,4191000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
449724,5272,"American International Group, Inc.",FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue,2020-12-31,31578000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
449739,5272,"American International Group, Inc.",FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue,2021-12-31,31627000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
449750,5272,"American International Group, Inc.",FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue,2022-12-31,28647000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
449766,5272,"American International Group, Inc.",FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,2021-12-31,75000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
449774,5272,"American International Group, Inc.",FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,2022-12-31,10649000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
449785,5272,"American International Group, Inc.",FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInOtherComprehensiveIncome,2021-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
449793,5272,"American International Group, Inc.",FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInOtherComprehensiveIncome,2022-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
449807,5272,"American International Group, Inc.",FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPurchasesSalesIssuancesSettlements,2021-12-31,468000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
449815,5272,"American International Group, Inc.",FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPurchasesSalesIssuancesSettlements,2022-12-31,33000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
449830,5272,"American International Group, Inc.",FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,2020-12-31,15721000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
449837,5272,"American International Group, Inc.",FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,2021-12-31,15176000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
449847,5272,"American International Group, Inc.",FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,2022-12-31,4386000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
450189,5272,"American International Group, Inc.",FinancingReceivableModificationsRecordedInvestment,2021-12-31,345000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
450195,5272,"American International Group, Inc.",FinancingReceivableModificationsRecordedInvestment,2022-12-31,219000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
450380,5272,"American International Group, Inc.",FundsHeldUnderReinsuranceAgreementsLiability,2021-12-31,40771000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
450384,5272,"American International Group, Inc.",FundsHeldUnderReinsuranceAgreementsLiability,2022-12-31,30383000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
450464,5272,"American International Group, Inc.",GainLossOnInvestments,2020-12-31,-2238000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
450476,5272,"American International Group, Inc.",GainLossOnInvestments,2021-12-31,2151000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
450485,5272,"American International Group, Inc.",GainLossOnInvestments,2022-12-31,8991000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
450863,5272,"American International Group, Inc.",GainsLossesOnExtinguishmentOfDebt,2020-12-31,-12000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
450875,5272,"American International Group, Inc.",GainsLossesOnExtinguishmentOfDebt,2021-12-31,-389000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
450883,5272,"American International Group, Inc.",GainsLossesOnExtinguishmentOfDebt,2022-12-31,-303000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
450936,5272,"American International Group, Inc.",Goodwill,2020-12-31,4074000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
450938,5272,"American International Group, Inc.",Goodwill,2021-12-31,4056000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
450939,5272,"American International Group, Inc.",Goodwill,2022-12-31,3927000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
450995,5272,"American International Group, Inc.",GoodwillGross,2020-12-31,7551000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
450997,5272,"American International Group, Inc.",GoodwillGross,2021-12-31,7533000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
450998,5272,"American International Group, Inc.",GoodwillGross,2022-12-31,7404000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
451035,5272,"American International Group, Inc.",GoodwillImpairedAccumulatedImpairmentLoss,2020-12-31,3477000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
451037,5272,"American International Group, Inc.",GoodwillImpairedAccumulatedImpairmentLoss,2021-12-31,3477000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
451038,5272,"American International Group, Inc.",GoodwillImpairedAccumulatedImpairmentLoss,2022-12-31,3477000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
451066,5272,"American International Group, Inc.",GoodwillOtherIncreaseDecrease,2021-12-31,-18000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
451067,5272,"American International Group, Inc.",GoodwillOtherIncreaseDecrease,2022-12-31,-129000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
451156,5272,"American International Group, Inc.",HybridInstrumentsAtFairValueNet,2021-12-31,2000000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
451515,5272,"American International Group, Inc.",IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,2020-12-31,115000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
451527,5272,"American International Group, Inc.",IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,2021-12-31,535000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
451536,5272,"American International Group, Inc.",IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,2022-12-31,999000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
451572,5272,"American International Group, Inc.",IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,2020-12-31,-8396000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
451574,5272,"American International Group, Inc.",IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,2021-12-31,9838000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
451575,5272,"American International Group, Inc.",IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,2022-12-31,12432000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
451771,5272,"American International Group, Inc.",IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,2020-12-31,-7293000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
451783,5272,"American International Group, Inc.",IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,2021-12-31,12099000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
451792,5272,"American International Group, Inc.",IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,2022-12-31,14282000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
451828,5272,"American International Group, Inc.",IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,2020-12-31,1103000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
451830,5272,"American International Group, Inc.",IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,2021-12-31,2261000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
451831,5272,"American International Group, Inc.",IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,2022-12-31,1850000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
451993,5272,"American International Group, Inc.",IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,2020-12-31,-5833000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
452005,5272,"American International Group, Inc.",IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,2021-12-31,9923000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
452014,5272,"American International Group, Inc.",IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,2022-12-31,11276000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
452239,5272,"American International Group, Inc.",IncomeLossFromContinuingOperationsPerBasicShare,2020-12-31,-7,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD/shares
452251,5272,"American International Group, Inc.",IncomeLossFromContinuingOperationsPerBasicShare,2021-12-31,11,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD/shares
452260,5272,"American International Group, Inc.",IncomeLossFromContinuingOperationsPerBasicShare,2022-12-31,13,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD/shares
452477,5272,"American International Group, Inc.",IncomeLossFromContinuingOperationsPerDilutedShare,2020-12-31,-7,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD/shares
452489,5272,"American International Group, Inc.",IncomeLossFromContinuingOperationsPerDilutedShare,2021-12-31,11,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD/shares
452498,5272,"American International Group, Inc.",IncomeLossFromContinuingOperationsPerDilutedShare,2022-12-31,13,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD/shares
452723,5272,"American International Group, Inc.",IncomeLossFromDiscontinuedOperationsNetOfTax,2020-12-31,4000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
452735,5272,"American International Group, Inc.",IncomeLossFromDiscontinuedOperationsNetOfTax,2021-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
452744,5272,"American International Group, Inc.",IncomeLossFromDiscontinuedOperationsNetOfTax,2022-12-31,-1000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
453028,5272,"American International Group, Inc.",IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,2020-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD/shares
453040,5272,"American International Group, Inc.",IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,2021-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD/shares
453049,5272,"American International Group, Inc.",IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,2022-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD/shares
453258,5272,"American International Group, Inc.",IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,2020-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD/shares
453270,5272,"American International Group, Inc.",IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,2021-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD/shares
453279,5272,"American International Group, Inc.",IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,2022-12-31,0,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD/shares
453390,5272,"American International Group, Inc.",IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,2020-12-31,-246000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
453398,5272,"American International Group, Inc.",IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,2021-12-31,-3000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
453404,5272,"American International Group, Inc.",IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,2022-12-31,164000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
453622,5272,"American International Group, Inc.",IncomeTaxExpenseBenefit,2020-12-31,-1460000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
453634,5272,"American International Group, Inc.",IncomeTaxExpenseBenefit,2021-12-31,2176000000,0000005272-23-000007,2022.0,FY,10-K,2023-02-17,USD
